type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added
TV Show,Dead to Me,Unknown,United States,2020-05-08,2020,TV-MA,2 Seasons,"TV Comedies, TV Dramas",2020,May
Movie,Deadcon,Caryn Waechter,United States,2020-01-16,2019,TV-14,78 min,Horror Movies,2020,January
Movie,Deadline: Sirf 24 Ghante,Tanveer Khan,India,2019-12-31,2006,TV-14,97 min,"Independent Movies, International Movies, Thrillers",2019,December
Movie,Deadly Scholars,Danny J. Boyle,United States,2019-02-15,2018,TV-14,86 min,"Dramas, Thrillers",2019,February
Movie,Deadly Switch,Svetlana Cvetko,United States,2019-01-15,2019,TV-PG,86 min,"Independent Movies, Thrillers",2019,January
TV Show,Deadwind,Unknown,"Finland, Germany",2020-07-01,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2020,July
TV Show,Deaf U,Unknown,United States,2020-10-09,2020,TV-MA,1 Season,Docuseries,2020,October
Movie,Dean,Demetri Martin,United States,2020-03-15,2016,PG-13,94 min,"Comedies, Dramas, Independent Movies",2020,March
Movie,Dear Dad,Tanuj Bhramar,India,2019-03-02,2016,TV-14,83 min,"Comedies, Dramas, Independent Movies",2019,March
Movie,Dear Dracula,Chad Van De Keere,United States,2016-02-18,2012,TV-Y7-FV,43 min,"Children & Family Movies, Comedies",2016,February
Movie,Dear Ex,"Hsu Chih-yen, Mag Hsu",Taiwan,2019-02-01,2018,TV-MA,100 min,"Comedies, Dramas, International Movies",2019,February
TV Show,Dear My Friends,Unknown,South Korea,2020-06-01,2016,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",2020,June
Movie,Dear Santa,Jason Priestley,Canada,2019-11-04,2011,TV-PG,92 min,"Comedies, Romantic Movies",2019,November
TV Show,Dear White People,Unknown,United States,2019-08-02,2019,TV-MA,3 Seasons,"TV Comedies, TV Dramas",2019,August
Movie,Dear Zindagi,Gauri Shinde,India,2017-04-25,2016,TV-14,149 min,"Comedies, Dramas, International Movies",2017,April
Movie,Death at a Funeral,Neil LaBute,United States,2020-08-01,2010,R,93 min,Comedies,2020,August
TV Show,Death by Magic,Unknown,United States,2018-11-30,2018,TV-PG,1 Season,Reality TV,2018,November
Movie,Death Can Wait,Fernando Ayllón,Colombia,2020-05-02,2020,TV-14,91 min,"Comedies, International Movies",2020,May
Movie,Death House,Harrison Smith,United States,2019-05-05,2017,R,88 min,Horror Movies,2019,May
Movie,Death Note,Adam Wingard,United States,2017-08-25,2017,TV-MA,100 min,"Horror Movies, Thrillers",2017,August
Movie,Death of Me,Darren Lynn Bousman,"United States, Thailand",2021-01-16,2020,R,94 min,Horror Movies,2021,January
Movie,Death Race: Beyond Anarchy,Don Michael Paul,"United States, Bulgaria",2018-10-02,2017,R,111 min,Action & Adventure,2018,October
Movie,Death to 2020,"Al Campbell, Alice Mathias",United States,2020-12-27,2020,TV-MA,71 min,Comedies,2020,December
Movie,Deathgrip,Clay Porter,United Kingdom,2018-03-01,2017,TV-MA,53 min,"International Movies, Sports Movies",2018,March
Movie,Dedemin Fisi,Meltem Bozoflu,Turkey,2017-03-10,2016,TV-14,101 min,"Comedies, International Movies",2017,March
Movie,Dedh Ishqiya,Abhishek Chaubey,India,2020-09-28,2014,TV-14,146 min,"Comedies, Dramas, International Movies",2020,September
Movie,Deep,Julio Soto Gurpide,"Spain, Belgium, Switzerland, United States, China, United Kingdom",2017-11-23,2017,PG,93 min,"Children & Family Movies, Comedies",2017,November
TV Show,Deep Undercover Collection,Unknown,United States,2018-07-20,2017,TV-MA,3 Seasons,"Crime TV Shows, Docuseries",2018,July
TV Show,Deep Water,Unknown,Australia,2017-07-01,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2017,July
Movie,Deewana Main Deewana,K.C. Bokadia,India,2018-07-01,2013,TV-14,107 min,"Comedies, Dramas, International Movies",2018,July
Movie,Deewangee,Anees Bazmee,India,2020-01-03,2002,TV-MA,156 min,"International Movies, Thrillers",2020,January
Movie,Def Comedy Jam 25,Louis J. Horvitz,United States,2017-09-26,2017,TV-MA,82 min,Stand-Up Comedy,2017,September
Movie,Defiance,Edward Zwick,United States,2019-11-27,2008,R,137 min,"Action & Adventure, Dramas",2019,November
Movie,Defying the Nazis: The Sharps' War,"Ken Burns, Artemis Joukowsky",United States,2017-05-01,2016,TV-14,79 min,Documentaries,2017,May
TV Show,Degrassi: Next Class,Stefan Brogren,Canada,2017-07-07,2017,TV-14,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",2017,July
Movie,Deidra & Laney Rob a Train,Sydney Freeland,United States,2017-03-17,2017,TV-14,92 min,"Comedies, Dramas, Independent Movies",2017,March
Movie,Delhi 6,Rakeysh Omprakash Mehra,India,2018-10-01,2009,TV-14,128 min,"Dramas, International Movies",2018,October
Movie,Delhi Belly,Abhinay Deo,India,2021-01-10,2011,TV-MA,101 min,"Action & Adventure, Comedies, International Movies",2021,January
TV Show,Delhi Crime,Unknown,India,2019-03-22,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019,March
Movie,Deliha,Hakan Algül,Turkey,2017-03-10,2014,TV-14,102 min,"Comedies, International Movies, Romantic Movies",2017,March
Movie,Deliha 2,Gupse Özay,Turkey,2019-09-27,2018,TV-PG,102 min,"Comedies, International Movies",2019,September
Movie,Delirium,Dennis Iliadis,United States,2018-09-01,2018,R,96 min,"Horror Movies, Thrillers",2018,September
TV Show,DeMarcus Family Rules,Unknown,United States,2020-08-19,2020,TV-14,1 Season,Reality TV,2020,August
Movie,Demetri Martin: Live (At the Time),Jay Karas,United States,2015-08-14,2015,TV-MA,62 min,Stand-Up Comedy,2015,August
Movie,Demetri Martin: The Overthinker,"Jay Karas, Demetri Martin",United States,2019-07-21,2018,TV-MA,56 min,Stand-Up Comedy,2019,July
Movie,Democrats,Camilla Nielsson,"Denmark, Zimbabwe",2016-04-25,2014,NR,99 min,"Documentaries, International Movies",2016,April
TV Show,Demon's Path,Unknown,Unknown,2018-12-22,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,December
Movie,Demonic,Will Canon,United States,2017-08-10,2015,R,83 min,"Horror Movies, Independent Movies",2017,August
Movie,Den of Thieves,Christian Gudegast,United States,2020-05-01,2018,R,140 min,Action & Adventure,2020,May
Movie,Denis Leary: No Cure For Cancer,Ted Demme,United States,2017-08-08,1992,R,62 min,Stand-Up Comedy,2017,August
TV Show,Dennis and Gnasher Unleashed,Unknown,United Kingdom,2019-05-15,2017,TV-Y,1 Season,"British TV Shows, Kids' TV, TV Comedies",2019,May
Movie,Deon Cole: Cole Hearted,Ryan Polito,United States,2019-10-08,2019,TV-MA,70 min,Stand-Up Comedy,2019,October
Movie,DeRay Davis: How to Act Black,Marcus Raboy,United States,2017-11-14,2017,TV-MA,66 min,Stand-Up Comedy,2017,November
TV Show,Derek,Unknown,United Kingdom,2019-04-05,2015,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies",2019,April
Movie,Derren Brown: Miracle,Unknown,United Kingdom,2018-06-22,2018,TV-MA,74 min,International Movies,2018,June
Movie,Derren Brown: Sacrifice,Unknown,Unknown,2018-10-19,2018,TV-MA,50 min,Movies,2018,October
Movie,Derren Brown: The Push,Unknown,United Kingdom,2018-02-27,2018,TV-MA,69 min,Movies,2018,February
TV Show,Derry Girls,Unknown,United Kingdom,2019-08-02,2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",2019,August
TV Show,Designated Survivor,Unknown,United States,2019-06-07,2019,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",2019,June
TV Show,Designated Survivor: 60 Days,Unknown,South Korea,2019-07-02,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",2019,July
Movie,Desire,Diego Kaplan,Argentina,2017-12-21,2017,TV-MA,94 min,"Dramas, International Movies, Romantic Movies",2017,December
Movie,Desolate,Frederick Cipoletti,Unknown,2020-02-06,2018,TV-MA,88 min,"Dramas, Thrillers",2020,February
Movie,Desolation,Sam Patton,United States,2018-05-08,2017,TV-MA,76 min,"Horror Movies, Thrillers",2018,May
Movie,Desperados,LP,United States,2020-07-03,2020,TV-MA,107 min,"Comedies, Romantic Movies",2020,July
Movie,Despido Procedente,Lucas Figueroa,"Argentina, Spain",2018-05-01,2017,TV-MA,90 min,"Comedies, International Movies",2018,May
Movie,Despite Everything,Gabriela Tagliavini,Spain,2019-05-03,2019,TV-MA,79 min,"Comedies, International Movies, Romantic Movies",2019,May
Movie,Destiny,Youssef Chahine,"France, Egypt",2020-06-19,1997,TV-14,136 min,"Dramas, International Movies",2020,June
TV Show,Detention,"Su I-Hsuan, Chuang Shiang-an, Liu Yi",Taiwan,2020-12-05,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",2020,December
Movie,Detention Letter,Mohamed Samy,Egypt,2019-08-05,2017,TV-14,99 min,"Action & Adventure, International Movies",2019,August
Movie,Detour,Christopher Smith,"United Kingdom, South Africa",2017-05-25,2016,R,97 min,Thrillers,2017,May
Movie,Deuces,Jamal Hill,United States,2017-04-01,2016,TV-MA,88 min,Dramas,2017,April
Movie,Dev.D,Anurag Kashyap,India,2018-10-01,2009,TV-MA,137 min,"Dramas, International Movies, Romantic Movies",2018,October
Movie,Deviant Love,Michael Feifer,United States,2019-09-13,2019,TV-14,87 min,Thrillers,2019,September
Movie,Devil's Bride,Saara Cantell,"Finland, Sweden, Norway, Latvia, Germany",2017-06-01,2016,TV-MA,108 min,"Dramas, International Movies",2017,June
Movie,Devil's Gate,Clay Staub,Canada,2020-07-16,2017,TV-MA,94 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",2020,July
TV Show,Devilman Crybaby,Masaaki Yuasa,Japan,2018-01-05,2018,TV-MA,1 Season,"Anime Series, International TV Shows, TV Horror",2018,January
TV Show,Devlok with Devdutt Pattanaik,Unknown,India,2018-10-15,2017,TV-PG,1 Season,International TV Shows,2018,October
Movie,Devrai,"Sumitra Bhave, Sunil Sukthankar",India,2018-01-01,2004,TV-PG,123 min,"Dramas, International Movies",2018,January
Movie,Dhamaal,Indra Kumar,India,2019-12-31,2007,TV-14,128 min,"Action & Adventure, Comedies, International Movies",2019,December
Movie,Dhan Dhana Dhan Goal,Vivek Agnihotri,"United Kingdom, India",2018-11-01,2007,TV-14,157 min,"Dramas, Music & Musicals, Sports Movies",2018,November
Movie,Dhanak,Nagesh Kukunoor,India,2016-08-20,2015,TV-PG,114 min,"Comedies, Dramas, Independent Movies",2016,August
Movie,Dharam Sankat Mein,Fuwad Khan,India,2020-07-05,2015,TV-PG,127 min,"Comedies, Dramas, International Movies",2020,July
TV Show,Dharmakshetra,Unknown,India,2018-07-05,2014,TV-PG,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",2018,July
Movie,Dhh,Manish Saini,India,2020-09-10,2017,TV-G,127 min,"Children & Family Movies, Dramas, International Movies",2020,September
TV Show,Dhia Sofea,Unknown,Malaysia,2017-12-01,2015,TV-14,1 Season,"International TV Shows, TV Dramas",2017,December
Movie,Dhobi Ghat (Mumbai Diaries),Kiran Rao,India,2021-01-10,2010,TV-MA,102 min,"Dramas, International Movies",2021,January
Movie,Dhoondte Reh Jaoge,Umesh Shukla,India,2018-11-01,2009,TV-14,124 min,"Comedies, International Movies, Music & Musicals",2018,November
Movie,Di Renjie zhi Sidatianwang,Hark Tsui,"China, Hong Kong",2019-02-06,2018,TV-14,132 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2019,February
TV Show,Diablero,Unknown,Mexico,2020-01-31,2020,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",2020,January
TV Show,Diagnosis,Unknown,United States,2019-08-16,2019,TV-14,1 Season,"Docuseries, Science & Nature TV",2019,August
TV Show,Diamond City,Unknown,Unknown,2020-12-18,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020,December
TV Show,Diamond Lover,Unknown,China,2017-07-07,2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2017,July
Movie,Diamonds in the Sky,Kunle Afolayan,Unknown,2020-08-08,2018,TV-14,113 min,"Dramas, International Movies",2020,August
Movie,Diana: 7 Days That Shook the World,Ben Ryder,United Kingdom,2017-07-28,2017,TV-PG,93 min,Documentaries,2017,July
Movie,Diana: In Her Own Words,Unknown,United Kingdom,2017-12-01,2017,TV-PG,113 min,"Documentaries, International Movies",2017,December
Movie,Diary of a Chambermaid,Benoît Jacquot,"France, Belgium",2016-12-03,2015,NR,96 min,"Dramas, International Movies",2016,December
Movie,Dick Johnson Is Dead,Kirsten Johnson,United States,2020-10-02,2020,PG-13,90 min,Documentaries,2020,October
Movie,Die Another Day,Lee Tamahori,"United Kingdom, United States",2019-12-31,2002,PG-13,133 min,Action & Adventure,2019,December
Movie,Die Ontwaking,Johnny Breedt,South Africa,2020-01-24,2015,TV-MA,90 min,"International Movies, Thrillers",2020,January
Movie,Dieter Nuhr: Nuhr in Berlin,Volker Weicker,Germany,2016-11-15,2016,TV-MA,69 min,Stand-Up Comedy,2016,November
Movie,Digs & Discoveries: All Track's Lead to Rome,Joey So,Unknown,2020-03-15,2019,TV-Y,23 min,Children & Family Movies,2020,March
Movie,Digs & Discoveries: Mines of Mystery,Joey So,Unknown,2020-03-15,2019,TV-Y,23 min,Children & Family Movies,2020,March
Movie,Dil,Indra Kumar,India,2020-10-12,1990,TV-14,165 min,"Comedies, Dramas, International Movies",2020,October
Movie,Dil Chahta Hai,Farhan Akhtar,India,2019-12-15,2001,TV-14,185 min,"Comedies, Dramas, International Movies",2019,December
Movie,Dil Dhadakne Do,Zoya Akhtar,India,2019-12-15,2015,TV-MA,174 min,"Comedies, Dramas, International Movies",2019,December
Movie,Dil Hai Tumhaara,Kundan Shah,India,2018-04-01,2002,TV-14,176 min,"Dramas, International Movies, Music & Musicals",2018,April
Movie,Dil Se,Mani Ratnam,India,2018-03-01,1998,TV-14,166 min,"Dramas, International Movies, Romantic Movies",2018,March
Movie,Dil Vil Pyaar Vyaar,Manjeet Maan,India,2018-10-01,2014,TV-PG,145 min,"International Movies, Music & Musicals, Romantic Movies",2018,October
Movie,Dilan 1990,"Fajar Bustomi, Pidi Baiq",Indonesia,2020-05-14,2018,TV-14,109 min,"Dramas, International Movies, Romantic Movies",2020,May
Movie,Dilan 1991,"Fajar Bustomi, Pidi Baiq",Indonesia,2020-05-14,2019,TV-14,118 min,"Dramas, International Movies, Romantic Movies",2020,May
Movie,Dilwale,Rohit Shetty,India,2017-02-01,2015,TV-PG,154 min,"Action & Adventure, Dramas, International Movies",2017,February
TV Show,Dinner for Five,Unknown,United States,2008-02-04,2007,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,2008,February
Movie,Dinner for Schmucks,Jay Roach,United States,2020-01-01,2010,PG-13,115 min,Comedies,2020,January
TV Show,Dino Girl Gauko,Unknown,"United States, Japan",2020-03-20,2020,TV-Y7,2 Seasons,"Anime Series, Kids' TV",2020,March
TV Show,Dino Hunt,Unknown,Canada,2017-08-04,2016,TV-G,1 Season,"Docuseries, Science & Nature TV",2017,August
TV Show,Dinosaur King,Unknown,Japan,2018-06-02,2008,TV-Y7,2 Seasons,"Anime Series, Kids' TV",2018,June
TV Show,Dinotrux,Unknown,United States,2017-08-18,2017,TV-Y7,5 Seasons,Kids' TV,2017,August
TV Show,Dinotrux Supercharged,Unknown,Unknown,2018-08-03,2018,TV-Y7,3 Seasons,Kids' TV,2018,August
TV Show,Dirty John,Unknown,United States,2019-11-25,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",2019,November
TV Show,Dirty Money,Unknown,United States,2020-03-11,2020,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",2020,March
TV Show,Disappearance,Unknown,Egypt,2019-03-08,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2019,March
Movie,Disciples Of The 36th Chamber,Chia-Liang Liu,Hong Kong,2018-08-16,1985,TV-14,90 min,"Action & Adventure, International Movies",2018,August
Movie,Disclosure,Unknown,United States,2020-06-19,2020,TV-MA,108 min,"Documentaries, LGBTQ Movies",2020,June
Movie,Disco Dancer,B. Subhash,India,2020-10-12,1982,TV-14,134 min,"Cult Movies, Dramas, International Movies",2020,October
Movie,Disconnect,"David 'Tosh' Gitonga, Michael Jones",Kenya,2020-10-16,2018,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",2020,October
Movie,Discovering Bigfoot,Todd Standing,United States,2017-12-15,2017,TV-MA,111 min,Documentaries,2017,December
TV Show,Disenchantment,Unknown,United States,2021-01-15,2021,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",2021,January
TV Show,Disjointed,Unknown,United States,2018-01-12,2018,TV-MA,2 Seasons,TV Comedies,2018,January
Movie,Dismissed,Benjamin Arfmann,United States,2018-02-19,2017,TV-14,87 min,Thrillers,2018,February
Movie,District 9,Neill Blomkamp,"South Africa, United States, New Zealand, Canada",2019-11-04,2009,R,112 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2019,November
TV Show,Diva Brides,Unknown,Unknown,2019-10-02,2017,TV-MA,1 Season,"British TV Shows, Reality TV",2019,October
Movie,Divines,Houda Benyamina,"France, Qatar",2016-11-18,2016,TV-MA,107 min,"Dramas, Independent Movies, International Movies",2016,November
Movie,DJ Cinderella,Bruno Garotti,Brazil,2019-06-14,2019,TV-PG,95 min,"Children & Family Movies, Comedies",2019,June
Movie,Django Unchained,Quentin Tarantino,United States,2020-04-25,2012,R,165 min,"Action & Adventure, Dramas",2020,April
Movie,DNA,Maïwenn,"France, Algeria",2020-12-26,2020,TV-MA,91 min,"Dramas, International Movies",2020,December
TV Show,Do Do Sol Sol La La Sol,Unknown,South Korea,2020-10-08,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,October
Movie,Do Dooni Chaar,Habib Faisal,India,2018-11-01,2010,TV-PG,106 min,"Comedies, International Movies",2018,November
Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,Deepti Naval,India,2019-09-22,2009,TV-MA,121 min,"Dramas, Independent Movies, International Movies",2019,September
TV Show,Doctor Foster,Unknown,United Kingdom,2018-03-31,2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",2018,March
Movie,Doctor Zhivago,David Lean,"United States, Italy, United Kingdom, Liechtenstein",2019-11-01,1965,PG-13,200 min,"Classic Movies, Dramas, Romantic Movies",2019,November
TV Show,Documentary Now!,Unknown,United States,2019-06-03,2019,TV-14,3 Seasons,TV Comedies,2019,June
Movie,Dog Eat Dog,Paul Schrader,United States,2016-12-31,2016,TV-MA,93 min,"Dramas, Thrillers",2016,December
TV Show,Dogs,Unknown,United States,2018-11-16,2018,TV-PG,1 Season,Docuseries,2018,November
TV Show,Dogs of Berlin,Unknown,Germany,2018-12-07,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,December
Movie,Dolemite Is My Name,Craig Brewer,United States,2019-10-25,2019,R,118 min,"Comedies, Dramas",2019,October
TV Show,Dollar,Unknown,Lebanon,2019-08-08,2019,TV-MA,1 Season,"International TV Shows, TV Dramas",2019,August
Movie,Dolly Kitty Aur Woh Chamakte Sitare,Alankrita Shrivastava,India,2020-09-18,2020,TV-MA,120 min,"Dramas, Independent Movies, International Movies",2020,September
Movie,Dolly Parton: Here I Am,Francis Whately,United Kingdom,2020-10-06,2019,TV-14,90 min,"Documentaries, Music & Musicals",2020,October
TV Show,Dolly Parton's Heartstrings,Unknown,United States,2019-11-22,2019,TV-14,1 Season,TV Dramas,2019,November
